Timeslot,Begin,End,Distance,Node per round,Node PoD,Total time,Total node
3600,0,3599.9,1000,86,43,36000,93
3600,3600,7199.9,1000,90,38,36000,93
3600,7200,10799.9,1000,90,2,36000,93
3600,10800,14399.9,1000,93,2,36000,93
3600,14400,17999.9,1000,89,43,36000,93
3600,18000,21599.9,1000,92,0,36000,93
3600,21600,25199.9,1000,88,36,36000,93
3600,25200,28799.9,1000,91,0,36000,93
3600,28800,32399.9,1000,91,40,36000,93
3600,32400,35999.9,1000,89,33,36000,93
3600,0,3599.9,1500,86,11,36000,93
3600,3600,7199.9,1500,90,0,36000,93
3600,7200,10799.9,1500,90,0,36000,93
3600,10800,14399.9,1500,93,0,36000,93
3600,14400,17999.9,1500,89,15,36000,93
3600,18000,21599.9,1500,92,13,36000,93
3600,21600,25199.9,1500,88,11,36000,93
3600,25200,28799.9,1500,91,14,36000,93
3600,28800,32399.9,1500,91,11,36000,93
3600,32400,35999.9,1500,89,10,36000,93
3600,0,3599.9,2000,86,1,36000,93
3600,3600,7199.9,2000,90,0,36000,93
3600,7200,10799.9,2000,90,0,36000,93
3600,10800,14399.9,2000,93,2,36000,93
3600,14400,17999.9,2000,89,3,36000,93
3600,18000,21599.9,2000,92,0,36000,93
3600,21600,25199.9,2000,88,2,36000,93
3600,25200,28799.9,2000,91,0,36000,93
3600,28800,32399.9,2000,91,2,36000,93
3600,32400,35999.9,2000,89,0,36000,93
